,x,y,label
biogas,4.8762403,2.7262318,-1
biomass,5.9493604,5.0553546,-1
electron,3.6353962,2.5300553,58
fossil fuel,-0.49997696,12.01725,-1
future prospect,5.5205736,1.9429662,-1
ion exchange,4.03372,2.5601044,-1
methane,7.897501,5.027002,8
nanoparticle,4.40436,2.7146864,54
natural gas,10.06601,-6.0891805,11
organic pollutant,5.3060207,4.00118,-1
physicochemical property,3.7655535,3.0956774,-1
aldehyde derivative,4.317407,2.829898,54
aldehyde ethylmethylphenylglycidate,4.258487,2.8117635,54
alkali metal,4.386762,2.3340209,-1
citronellal,-1.2220914,2.5505633,42
fatty acid,4.395138,2.6454284,54
fragrance,-1.373889,2.9557395,42
immunoglobulin a,4.080453,2.9116495,53
immunoglobulin g,4.078994,2.9150376,53
immunoglobulin m,4.0762663,2.91583,53
menthol,0.35407826,1.7926762,28
natural gas,10.03124,-6.114951,11
soap,-1.1961147,2.579324,42
unclassified drug,2.9749317,4.791582,44
adult,14.232659,2.347053,20
antibody detection,4.0482955,2.9405043,53
antibody titer,4.0534167,2.9352293,53
article,4.306344,1.3448184,22
austria,-0.9469795,0.51114887,36
cherry,4.424463,4.3014755,47
clove,4.4057455,4.3001313,47
cohort analysis,7.9093833,1.8835688,27
community living,3.2828643,4.134286,-1
controlled study,7.7838,-1.5125979,21
coronavirus disease 2019,4.6491385,2.7064595,53
covid-19 serological testing,3.4626074,2.6028204,-1
cross cultural smell identification test,3.5460548,2.6469002,-1
female,1.2213808,13.5861635,17
human,1.9043382,7.4457464,1
lemon,4.478025,4.3221803,47
longitudinal study,4.097315,4.1725044,-1
major clinical study,5.693308,3.4665468,-1
male,2.9003325,4.129138,18
odor,3.4204054,-4.6286645,-1
odor recognition test,3.5527153,2.6136267,-1
pineapple,4.4592986,4.304904,47
priority journal,6.050202,1.5941632,16
rose,-1.3905665,2.6343405,42
sensitivity analysis,2.9217222,2.0931618,56
sensitivity and specificity,2.932457,2.0668578,56
severe acute respiratory syndrome coronavirus 2,4.643202,2.7040582,53
smelling disorder,4.654363,2.9534264,53
smoke,0.43285546,1.6577916,28
strawberry,4.454765,4.306835,47
university of pennsylvania smell identification test,3.5300617,2.6456523,-1
accidents,12.049271,-0.6762871,-1
disasters,2.3539689,4.206056,46
gases,11.055073,-2.2026052,32
liquefied natural gas,9.783911,1.87531,-1
simulation platform,3.5211542,2.4875312,-1
computational fluid,3.3496072,2.8717787,-1
cryogenic gas accident,7.409848,0.6331919,43
dynamic data,3.2164538,2.8009505,-1
emergency evacuation,3.3767533,4.4723983,57
evacuation simulation,3.5189364,2.4882565,-1
evacuee–computational fluid dynamic data interaction,3.3399577,2.8747091,-1
floating liquefied natural gas bunkering terminal,9.727267,1.8194852,-1
fluid-dynamics,3.3407736,2.8739974,-1
gas accidents,7.622424,0.59051603,43
simulation platform,3.5247755,2.4835615,-1
computational fluid dynamics,3.3450594,2.8719122,-1
digital storage,5.5871444,3.6374316,-1
dispersions,4.3126025,2.6095767,-1
kalman filters,-1.3659718,2.8943436,42
liquefied natural gas,9.763949,1.8554236,-1
computational fluid,3.3476217,2.8717985,-1
coupling modeling,3.4018948,2.6646602,-1
ensemble kalman filter,-1.3776399,2.8830273,42
fluid-dynamics,3.3407497,2.8744447,-1
liquefied natural gas leakage,9.727269,1.831463,-1
liquefied natural gas receiving terminal,9.750988,1.847804,-1
liquefied natural gas vapor dispersion,9.723013,1.8410836,-1
natural gas leakage,9.983957,-5.9967775,11
twin experiments,8.90468,6.451864,-1
vapor dispersion,4.35227,2.6518314,-1
computational fluid dynamics,3.3443081,2.8724303,-1
liquefied natural gas,9.761493,1.8529457,-1
accident,6.6518807,2.3238719,-1
article,4.298977,1.4189533,22
computational fluid dynamics,3.3446143,2.8734422,-1
data processing,3.3013787,2.8404784,58
dispersion,4.313667,2.6226516,-1
ensemble kalman filter,-1.3815818,2.891157,42
mathematical model,3.5090528,2.6611323,-1
measurement accuracy,3.697542,2.6486158,58
prediction,2.9331295,4.951172,-1
priority journal,6.1162047,1.5680366,16
spillage,6.498409,4.177043,40
vapor,4.393962,2.6894233,-1
velocity,3.832953,2.7151484,58
atmospheric chemistry,1.0499784,-2.719772,-1
chemical speciation,3.4547288,3.0175188,-1
coal ash,0.9052293,6.1503444,14
coal combustion,5.4703193,2.5620697,-1
fly ash,4.3514676,4.271915,47
heavy metals,4.3005443,2.9300835,-1
isotopes,3.1423588,4.3630285,47
metal analysis,4.39277,2.336236,-1
natural gas,10.174601,-6.2835116,11
natural gas vehicles,5.545415,2.2888722,-1
particles (particulate matter),9.278507,-4.0959616,-1
risk assessment,-5.856522,2.5332072,25
roads and streets,3.5368361,3.5180502,-1
atmospheric particulate,0.58634824,-3.3391914,30
automobile exhaust,-2.22386,-2.6897647,-1
heavy metal monitoring,4.387601,2.3292482,-1
heavy metals in particulates,4.302472,2.9292376,-1
indoor activities,3.6323745,4.3697457,-1
morphologic analysis,3.195,3.0554678,-1
outdoor environment,6.404691,1.324571,-1
secondary reactions,3.5866702,3.0218976,-1
dust,5.5627804,10.44902,-1
carbon,4.086274,8.223914,-1
carcinogen,2.2577872,4.422821,-1
heavy metal,4.387293,2.3323057,-1
isotope,3.1549158,4.3609524,47
natural gas,10.231504,-6.2808485,11
sulfur,4.25693,8.593003,-1
coal,0.9374376,6.227379,14
heavy metal,4.385048,2.3303957,-1
carcinogen,2.2577374,4.422991,-1
comparative study,7.76443,2.3655028,27
dust,5.5627766,10.449015,-1
exhaust emission,6.6647434,4.327458,40
fly ash,4.3512907,4.273872,47
health risk,4.7921724,4.0471697,-1
heavy metal,4.387265,2.332277,-1
indoor air,3.9794955,4.6868224,47
observational method,3.2139816,3.0012116,58
particulate matter,9.245809,-4.0592117,-1
pollutant source,9.705214,4.3835793,-1
risk assessment,-5.8372183,2.5514815,25
speciation (chemistry),9.665647,8.713948,37
article,4.4087186,1.53646,22
combustion,4.346149,11.979088,-1
cooking,14.935826,6.70204,9
dust,5.56278,10.449017,-1
exhaust gas,-2.2328808,-2.6987278,-1
fly ash,4.3520484,4.281205,47
human,1.7933973,7.5780516,1
indoor environment,6.414433,1.3145001,-1
risk assessment,-5.7981715,2.4994328,25
adult,14.270768,2.3073645,20
air pollutant,2.2015433,17.383211,-1
child,-1.7265892,5.298449,6
city,3.554849,3.5453799,-1
dust,5.5627813,10.449032,-1
environmental monitoring,6.57454,-4.8037114,19
indoor air pollution,12.211751,4.824611,-1
anhui,-1.459044,2.994415,42
china,-1.9099572,-3.6099265,-1
hefei,-1.4504118,2.9863653,42
adult,14.179913,2.2816916,20
air pollutants,12.318919,10.808257,-1
"air pollution, indoor",-1.4616,-2.4122257,-1
child,-1.7327287,5.289694,6
cities,3.556333,3.5478587,-1
coal,0.9071126,6.1950865,14
dust,5.5627737,10.449021,-1
environmental monitoring,6.6290836,-4.7647834,19
humans,3.1746051,2.9180486,3
"metals, heavy",4.298827,2.929556,-1
risk assessment,-5.8199406,2.5358458,25
coal industry,-2.1788237,1.3868198,-1
developing countries,8.774943,-5.3749547,-1
economic and social effects,2.6278327,3.9545121,-1
economics,6.5086517,0.6643677,-1
energy utilization,3.0500026,3.0872767,-1
growth rate,3.9874625,2.599951,58
population statistics,11.66734,0.57444525,24
potential energy,3.2757611,2.4088564,45
average annual growth rates,3.9851258,2.598644,58
developed countries,8.764583,-5.3851957,-1
energy structures,3.1675682,3.0138671,-1
energy transitions,3.296585,2.4262848,45
high energy consumption,3.42799,1.699401,45
population growth,11.625545,0.66914475,24
reduce energy consumption,3.4275231,1.6920027,45
renewable energies,3.3385673,2.4379358,45
energy efficiency,3.0652618,3.0972965,-1
alternative energy,3.2860866,2.436311,45
developing world,7.590093,9.246553,-1
economic development,2.847805,3.9913898,52
economic growth,2.8766816,4.2324038,52
energy efficiency,3.0514321,3.0867457,-1
energy intensity,3.297135,2.425635,45
growth rate,3.9818778,2.6035516,58
natural gas,10.222509,-6.31968,11
population growth,11.627143,0.6666905,24
potential energy,3.2954786,2.418704,45
spatiotemporal analysis,2.8413632,2.6021898,-1
sustainable development,2.6170557,1.3827273,-1
bangladesh,0.5386919,-1.019797,-1
china,-1.9362991,-3.6360428,-1
india,0.5045965,-1.0549303,-1
indonesia,1.042852,10.9898,-1
myanmar,1.050565,10.988276,-1
north africa,4.269932,1.5081141,32
air pollution,-0.32666874,-1.6400777,23
biomass,5.963032,5.06873,-1
coal,0.96265423,6.2524524,14
coal industry,-2.1788042,1.3868345,-1
electric power generation,3.4289336,2.2521284,55
energy utilization,3.051061,3.0880036,-1
fossil fuel power plants,4.532179,2.7377682,-1
fuels,7.10522,7.320173,34
gas emissions,9.5003395,0.6267606,-1
greenhouse gases,0.4308836,-3.425158,30
industrial emissions,6.2755604,4.078862,40
office buildings,4.101219,3.8689575,-1
public health,3.8019176,3.208015,-1
sulfur dioxide,4.317103,8.651537,-1
air pollution sources,-0.32599252,-1.6128424,23
coal-fired electricity,5.2221885,2.5396767,51
coal-fired power plant,5.188659,2.5839903,51
district of columbia,1.9336007,0.97146803,36
electricity generation,3.2683904,-2.6332705,-1
energy consumption datum,3.390648,1.727866,45
historical reconstruction,3.105664,4.1448708,-1
sulfur dioxide emissions,4.305528,8.63696,-1
coal combustion,5.470192,2.5618038,-1
columbia,1.6232815,0.87523544,36
accidents,12.049291,-0.6763012,-1
bayesian networks,3.133129,2.2768235,-1
knowledge representation,3.4522526,3.8400984,-1
risk analysis,3.2131057,3.0754275,-1
risk assessment,-5.7762938,2.5137885,25
risk management,9.989881,2.7218332,-1
risk perception,4.0974746,3.5480895,-1
tanks (containers),9.532499,8.58758,37
terrorism,3.6018736,4.1707687,-1
accident consequences,6.6525803,2.3281102,-1
emergency response,3.3751786,4.4624605,57
knowledge graphs,3.2530694,3.4978907,-1
liquefied natural gas (lng),5.2849965,3.2943802,-1
prevention strategies,4.8875227,3.1578195,-1
risk analysis methods,3.2111604,3.0678444,-1
scenario analysis,2.7931197,2.1720572,56
terrorist attacks,3.600918,4.1701064,-1
liquefied natural gas,9.78406,1.8755264,-1
evaporation,4.3297873,2.84035,-1
gas hazards,7.6339087,0.58707494,43
liquid nitrogen,6.576037,3.632755,-1
natural gas transportation,5.544615,2.2893655,-1
optimal systems,3.486713,2.9896162,58
temperature,7.150156,1.4042462,33
bench-scale test,3.7822955,3.4530468,58
evaporation rate,4.3125167,2.8403437,-1
high expansion foams,4.14476,2.772537,58
liquefied natural gas (lng),5.285033,3.2943826,-1
low temperatures,7.0944123,1.3730639,33
optimal solutions,3.4285583,3.1138978,58
thermal parameters,3.6832747,2.6679606,58
variance analysis,2.8990421,2.0949585,56
liquefied natural gas,9.751136,1.8426775,-1
accidents,12.049302,-0.67631775,-1
bayesian networks,3.1325562,2.276788,-1
disaster prevention,4.8875203,3.1578403,-1
disasters,2.3543992,4.205157,46
energy transfer,3.30602,2.4501317,45
hazards,4.033402,3.1461778,49
risk assessment,-5.785487,2.5554664,25
sensitivity analysis,2.9204671,2.093196,56
catastrophe theory,3.261597,3.0004058,58
conditional probability tables,2.666078,3.1703796,-1
liquefied natural gas (lng),5.2849703,3.2943423,-1
preliminary hazard analysis,3.2097542,3.1185372,-1
quantitative risk assessment,3.19527,3.0643132,-1
risk assessment framework,-5.817681,2.5404873,25
risk assessment models,-5.8313866,2.5313954,25
safety assessments,0.9049581,1.1904728,-1
liquefied natural gas,9.761397,1.8529074,-1
liquefied natural gas,9.792541,1.8839312,-1
accident prevention,6.6219907,2.4566522,-1
article,4.3165736,1.4110967,22
bayesian catastrophe energy transfer theory preliminary hazard analysis evolution tree,3.2355556,3.0432553,58
bayesian network,3.132159,2.2750375,-1
controlled study,7.815673,-1.5645391,21
disaster,2.1980557,4.2553205,46
energy transfer,3.2223468,2.48851,45
hazard assessment,2.0669641,5.036079,-1
phylogenetic tree,5.453893,4.1134276,-1
probability,2.6405103,3.171391,-1
quantitative analysis,3.2018185,3.0347502,-1
risk assessment,-5.8151793,2.5412483,25
sensitivity analysis,2.9384751,2.0854168,56
storage,5.5831823,3.6265311,-1
coal,0.9305976,6.2185545,14
adverse event,4.9063835,3.2009692,-1
air pollutant,2.19691,17.387878,-1
air pollution,-0.34303164,-1.6370395,23
china,-1.9401883,-3.6395252,-1
electric power plant,4.607433,2.6461105,51
epidemiology,-4.582979,2.949856,-1
human,1.9723806,7.427118,1
air pollutants,12.319107,10.808266,-1
air pollution,-0.32645917,-1.6433797,23
china,-1.9365394,-3.635951,-1
coal,0.93804777,6.228144,14
humans,3.1555023,2.9652689,3
power plants,5.048781,2.9528196,51
carbon dioxide,13.337059,5.072156,7
natural gas,10.141891,-6.1433444,11
carbon dioxide,13.338274,5.067788,7
carbon footprint,4.091451,8.229492,-1
controlled study,7.79405,-1.5363083,21
electricity,5.1229205,2.4166834,-1
energy conservation,3.9896479,1.0877262,-1
energy consumption,3.4308698,1.6874257,45
heat loss,4.6480293,2.8664768,-1
illumination,3.7437193,2.3703666,-1
note,5.432977,0.64586824,-1
public health,3.800629,3.2071495,-1
school,3.4887042,0.586533,-1
italy,9.459561,-1.7723203,-1
physical phenomena,3.8225493,3.1781363,53
carbon dioxide,13.370138,5.10135,7
conservation of energy resources,3.9896472,1.0877299,-1
italy,9.459584,-1.7723374,-1
physical phenomena,3.8228562,3.177958,53
public health,3.7975833,3.2032788,-1
additives,4.7193856,3.6092274,-1
ammonium persulfate,4.173524,2.7864928,54
cytotoxicity,3.9940944,2.8844817,53
fracture,4.5832467,2.5296476,-1
hydraulic fracturing,4.3900166,2.7476773,-1
mammals,3.2246704,2.921568,3
natural gas,10.174331,-6.2378736,11
natural gas well production,5.8480783,1.9740521,-1
produced water,2.5064654,1.4538255,-1
screening,3.3737085,2.6419854,-1
shale gas,-4.2009125,2.2171118,-1
toxicity,2.9777763,2.9522362,-1
wastewater disposal,5.025068,5.7273436,48
wastewater reclamation,5.025506,5.7496924,48
wastewater treatment,4.9336314,5.312245,48
"3 ,5-dichlorophenol",-1.0769478,3.4105868,42
bioluminescence inhibitions,-1.3846021,2.6160917,42
chemical additive,3.5323431,3.0337815,-1
ecological health,10.88767,10.895295,29
halotolerant bacteria,3.9712498,3.5069437,-1
mammalian toxicity,2.9830663,2.9509163,-1
n-acetylcysteine,-1.5054057,2.6056979,42
organic additives,4.623117,3.5388143,-1
natural gas wells,7.4492373,-0.37460527,32
"3,5 dichlorophenol",-1.3637233,2.797137,42
acetylcysteine,-1.3918691,2.6367135,42
natural gas,10.196562,-6.2309656,11
thiol,4.2815886,2.8289254,54
natural gas,10.203618,-6.301647,11
aliivibrio fischeri,-1.4271489,2.6624682,42
animal cell,4.399269,2.6702678,53
article,4.232003,1.3953787,22
bioluminescence,-1.3785994,2.5814865,42
chemical composition,3.52615,3.0294628,-1
cytotoxicity,3.990749,2.8858886,53
fracking,-4.2205834,11.979225,-1
geochemistry,3.5141337,4.4686584,47
mammal cell,4.4117575,2.6623225,53
nonhuman,10.329076,12.286762,-1
oil shale,-4.1870575,2.2308033,-1
priority journal,6.0547347,1.593679,16
processing,3.3738823,2.8420916,58
sample,5.3138595,2.6602666,53
sampling,6.8706055,7.482624,39
sediment,4.0077457,4.422885,47
toxicity,2.9819138,2.9512272,-1
wastewater,5.027026,5.7395434,48
african american,4.356324,1.5442384,32
analysis,2.7941005,2.178068,56
human,2.083674,7.4918027,1
oil and gas field,-6.0033097,-2.1700487,-1
toxicity,2.980049,2.9516342,-1
waste water,6.6679196,1.6208003,-1
water pollutant,2.0589228,-1.267295,28
african americans,4.3551106,1.5378942,32
humans,3.2552557,2.9564438,3
hydraulic fracking,-5.6264887,10.416071,6
natural gas,10.120142,-6.1703415,11
oil and gas fields,3.275382,2.3136394,-1
waste water,6.6679845,1.6206365,-1
"water pollutants, chemical",6.0490785,4.276324,-1
carbon dioxide,13.332509,5.051279,7
gas emissions,9.499787,0.6254053,-1
global warming,3.5009508,3.5204158,-1
greenhouse gases,0.43073875,-3.425223,30
life cycle,7.210467,8.047171,-1
methane,7.8798766,4.94732,8
natural gas,10.117351,-6.2318635,11
natural gas well production,5.8347583,1.9760036,-1
pipelines,6.9628816,1.7794876,-1
carbon dioxide emissions,6.735491,4.7303824,40
environmental characteristic,1.5286064,5.9937353,41
environmental footprints,1.6710261,5.6789255,41
global warming potential,3.4959853,3.498492,-1
greenhouse gas (ghg),2.696049,0.6322986,-1
natural gas consumption,9.790141,-5.717924,11
natural-gas production,5.8385525,1.9724565,-1
pipe-line transportations,4.068256,3.3696022,58
natural gas transportation,5.544597,2.2896223,-1
climate change,3.381736,1.4169201,-1
emission control,6.7142534,4.293963,40
environmental assessment,2.2761626,5.4180527,-1
gas production,4.5127816,3.1655557,-1
methane,7.9680634,5.044046,8
natural gas,10.263413,-6.325127,11
spatial variation,2.826783,2.6140602,-1
united states,3.202916,6.9629855,10
agricultural robots,3.8315816,4.1119347,-1
commerce,5.507777,2.3205936,38
conversion efficiency,3.0458755,3.0841987,-1
energy policy,3.0609615,2.1317093,45
ethanol,5.158454,2.7419555,-1
fossil fuels,6.3009167,-5.787305,2
gas emissions,9.500352,0.6265964,-1
gas fuel analysis,5.9141417,1.5750115,-1
greenhouse gases,0.43083784,-3.4251907,30
land use,4.131339,3.8068252,-1
natural gasoline plants,4.5404263,2.7752562,-1
organic carbon,4.6536913,3.5230253,-1
soil conservation,5.567601,4.2725363,-1
electric generation,3.430304,2.2491467,55
ethanol production,4.986718,2.766793,-1
farming practices,3.7767441,7.263497,-1
land productivities,3.9162765,4.0669103,-1
latest development,3.3282564,3.8921797,-1
life cycle analysis,6.983595,7.5732455,-1
reliable estimates,2.6722386,2.1291661,-1
soil organic carbon,4.6422377,3.5260658,-1
life cycle,7.210412,8.047177,-1
biomass power,5.953278,5.002833,-1
energy conservation,3.9896467,1.0877382,-1
energy market,3.300351,2.3265197,45
ethanol,5.158504,2.7419739,-1
fertilizer application,5.115631,3.865294,-1
fossil fuel,-0.49856722,12.018477,-1
land use change,4.128222,3.8039606,-1
life cycle analysis,6.98352,7.5732555,-1
maize,2.805509,5.517673,35
natural gas,10.2332535,-6.255646,11
precision agriculture,3.772129,7.300296,-1
soil conservation,5.5677543,4.2723455,-1
united states,3.2144682,6.97947,10
green manufacturing,4.4487195,3.2315252,51
marine industry,5.430439,2.3366566,38
risk analysis,3.2135148,3.0755773,-1
risk assessment,-5.8306413,2.531167,25
safety engineering,3.233592,3.9833758,-1
crane operations,3.6880603,3.1377392,-1
liquified natural gas,9.762361,1.8538636,-1
literature reviews,3.8732846,3.7568452,-1
maritime industry,5.5056977,2.3210413,38
research gaps,2.7126043,4.3804336,-1
risk analysis methods,3.2120883,3.0673022,-1
simultaneous operation,3.6495748,3.07357,-1
systematic review,3.836963,3.846861,-1
liquefied natural gas,9.762825,1.8542871,-1
carbon,4.088746,8.226752,-1
chemical compound,3.5655777,3.045594,-1
drilling fluid,4.1200123,3.0122278,-1
fertilizer,5.0858755,3.834141,-1
nitrogen,6.589362,3.636439,-1
phosphorus,4.464477,2.638347,54
produced water,2.5064607,1.4538447,-1
sodium chloride,4.296654,2.7204144,54
unclassified drug,2.9745123,4.79169,44
water,6.9468594,7.643052,39
assessment method,3.2190025,3.0851808,58
concentration (composition),9.798708,8.849642,37
drilling fluid,4.1238556,3.006007,-1
future prospect,5.52058,1.942951,-1
laboratory method,3.2350945,3.0664115,58
soil pollution,5.451794,4.0879307,-1
soil property,5.5689263,4.2737274,-1
agricultural land,3.850314,4.1145387,-1
arkansas,1.2174524,-0.8077759,36
article,4.334625,1.4088312,22
case study,5.54207,0.42044616,-1
comparative study,7.763565,2.3671014,27
controlled study,7.776009,-1.5604388,21
electric conductivity,4.4043,2.775269,-1
environmental impact assessment,2.274916,5.4188423,-1
land use,4.123527,3.7973926,-1
nutrient,4.241359,3.0444188,53
plant development,4.865328,3.126274,51
plant growth,4.835079,3.0974367,51
sand,4.474908,4.5509105,47
soil acidity,5.5683737,4.2721763,-1
soil pollution,5.434614,4.0877395,-1
soil property,5.567979,4.272173,-1
laboratory,3.4206662,2.6088135,-1
soil,5.5705314,4.2746754,-1
arkansas,1.2174314,-0.80770373,36
united states,3.1667767,7.018133,10
arkansas,1.2189765,-0.81058145,36
fertilizers,5.0241976,3.7841647,-1
laboratories,3.4118245,2.6103556,-1
soil,5.568805,4.2728863,-1
water,6.9477453,7.643393,39
biogas,4.880906,2.7279828,-1
charcoal,0.8596307,6.0437927,14
coal,0.9532954,6.2481384,14
cooking fuel,7.843765,6.9600096,-1
fuel,7.861741,7.0057645,-1
kerosene,-5.1393595,3.3470056,13
lignite,0.9092858,6.197814,14
liquefied petroleum gas,7.2678494,-1.4643885,-1
natural gas,10.083512,-6.214442,11
paraffin,-5.1374145,3.3484483,13
unclassified drug,2.9743407,4.7918243,44
atmospheric pollution,0.55591244,-3.3789964,30
demographic survey,-3.343648,-1.3306953,-1
developing world,7.5901556,9.246482,-1
epidemiology,-4.582989,2.9498537,-1
fuel consumption,9.47706,-5.294318,11
health impact,1.9762758,6.035054,-1
health survey,9.302175,4.1573796,-1
household energy,3.35391,2.1151967,45
indoor air,3.979491,4.686581,47
low income population,11.408939,0.7854796,24
age,3.8507905,1.2496058,12
all cause mortality,2.7265403,-3.8720617,31
anemia,4.533881,2.6029813,53
asthma,9.31435,-4.941357,-1
biomass,5.942564,5.0470843,-1
body mass,3.8001585,2.227888,-1
body weight loss,4.505978,2.3539317,-1
childhood mortality,2.8022022,-3.5504096,31
cooking,14.933734,6.699778,9
coughing,5.6888485,1.88752,-1
dyspnea,4.9257574,2.0258725,53
eclampsia,4.7971945,2.0605755,-1
electricity,5.1225567,2.416352,-1
environmental exposure,4.075227,2.2621837,0
fetus death,4.690837,2.656581,53
grass,-0.2133541,6.433324,-1
health hazard,-2.3034396,-0.82502866,-1
human,1.9968839,7.465392,1
hypertension,4.613928,2.277283,53
indoor air pollution,12.147167,4.761815,-1
infant mortality,3.100652,-2.7532842,31
low birth weight,4.352547,1.2647405,-1
manure,5.1730685,3.899796,-1
newborn mortality,3.0980113,-2.759925,31
nutritional status,4.996501,-3.4947972,-1
pneumonia,4.9611406,2.3791041,53
preeclampsia,4.780324,2.076295,53
respiratory tract infection,4.6644225,2.737125,53
review,10.436103,4.1227717,-1
shrub,5.3889885,4.1355057,-1
stillbirth,4.814471,2.031071,-1
stunting,-1.3471558,2.63373,42
systematic review,3.8369298,3.8468785,-1
wood,2.6264722,3.7559707,-1
adverse event,4.906093,3.2008748,-1
air pollution,-0.3169431,-1.6651717,23
child,-1.7258267,5.291051,6
cooking,14.942666,6.7088947,9
epidemiology,-4.5829983,2.9498487,-1
family size,3.0976186,4.0647454,-1
health survey,9.303429,4.1586704,-1
newborn,11.993365,10.891629,15
scopus,-1.4076111,2.698,42
air pollution,-0.32921916,-1.655974,23
"air pollution, indoor",-1.4615594,-2.4122946,-1
child,-1.6742706,5.2385488,6
cooking,14.948249,6.7146373,9
epidemiologic studies,7.814497,1.9729428,27
family characteristics,3.0745149,4.056956,-1
health surveys,9.305038,4.159341,-1
humans,3.143293,2.985335,3
"infant, newborn",12.054623,10.911478,15
agricultural robots,3.8312201,4.1108136,-1
decision making,3.8116286,3.6782691,-1
economic and social effects,2.6278014,3.954449,-1
economics,6.507435,0.66560185,-1
health,3.169839,4.871908,57
liquefied natural gas,9.761328,1.8527929,-1
logistic regression,3.8165278,2.1506336,-1
population statistics,11.669995,0.5780438,24
productivity,3.147657,3.3132305,-1
random processes,3.379445,3.0041287,58
surveys,3.1931686,2.731244,-1
agricultural productivity,3.6442606,3.9700992,-1
cross sectional analysis,7.562633,-0.7150547,-1
healthcare services,3.7424414,4.2814527,57
liquefied petroleum gas (lpg),5.285006,3.294102,-1
logistic regression models,2.905122,4.249422,-1
primary energy source,7.2446737,3.6294522,-1
socio-economic development,2.7688842,3.9456089,52
standard deviation,0.90925765,1.2629001,-1
liquefied petroleum gas,7.2678494,-1.4643782,-1
biomass burning,5.949393,5.055576,-1
demographic survey,-3.3380935,-1.3398345,-1
